User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Months Since Join,Months Since Last Payment
1257,Basic,14,2022-10-01,2023-07-01,Canada,32,Male,Smart TV,1 Month,20,11
1258,Standard,15,2022-10-01,2023-07-01,United Kingdom,42,Female,Tablet,1 Month,20,11
1259,Premium,13,2022-10-01,2023-07-01,Australia,41,Female,Laptop,1 Month,20,11
1260,Basic,11,2022-10-01,2023-07-01,Germany,31,Male,Laptop,1 Month,20,11
1261,Premium,11,2022-10-01,2023-07-01,France,37,Female,Smart TV,1 Month,20,11
1262,Basic,12,2022-10-01,2023-07-01,Brazil,46,Male,Smart TV,1 Month,20,11
1263,Standard,14,2022-10-01,2023-07-01,Mexico,30,Female,Tablet,1 Month,20,11
1264,Standard,11,2022-10-01,2023-07-01,Spain,30,Female,Smart TV,1 Month,20,11
1265,Basic,10,2022-10-01,2023-07-01,Italy,34,Female,Tablet,1 Month,20,11
1266,Premium,15,2022-10-01,2023-07-01,Spain,47,Female,Laptop,1 Month,20,11
1267,Basic,14,2022-10-01,2023-07-01,Spain,41,Male,Tablet,1 Month,20,11
1268,Standard,13,2022-11-01,2023-07-01,United States,42,Female,Laptop,1 Month,19,11
1269,Premium,12,2022-11-01,2023-07-01,Canada,48,Female,Smartphone,1 Month,19,11
1270,Basic,11,2022-11-01,2023-07-01,United States,30,Female,Smart TV,1 Month,19,11
1271,Basic,13,2022-11-01,2023-07-01,United States,51,Male,Smartphone,1 Month,19,11
1272,Basic,13,2022-11-01,2023-07-01,Canada,27,Male,Smartphone,1 Month,19,11
1273,Standard,13,2022-10-01,2023-07-01,United Kingdom,38,Male,Tablet,1 Month,20,11
1274,Premium,12,2022-10-01,2023-07-01,Australia,29,Female,Smart TV,1 Month,20,11
1275,Basic,11,2022-10-01,2023-07-01,Germany,40,Female,Smartphone,1 Month,20,11
1276,Basic,12,2022-10-01,2023-07-01,France,31,Female,Laptop,1 Month,20,11
1277,Premium,11,2022-09-01,2023-07-01,Brazil,30,Male,Smartphone,1 Month,21,11
1278,Standard,13,2022-09-01,2023-07-01,Mexico,44,Male,Laptop,1 Month,21,11
1279,Standard,14,2022-09-01,2023-07-01,Spain,34,Female,Tablet,1 Month,21,11
1280,Basic,14,2022-08-01,2023-07-01,Italy,28,Female,Laptop,1 Month,22,11
1281,Premium,13,2022-08-01,2023-07-01,Spain,41,Female,Laptop,1 Month,22,11
1282,Standard,12,2022-08-01,2023-07-01,Spain,43,Male,Tablet,1 Month,22,11
1283,Basic,10,2022-08-01,2023-07-01,United States,33,Male,Laptop,1 Month,22,11
1284,Standard,12,2022-08-01,2023-07-01,Canada,32,Female,Tablet,1 Month,22,11
1285,Premium,10,2022-08-01,2023-07-01,United States,39,Male,Smart TV,1 Month,22,11
1286,Basic,15,2022-07-01,2023-07-01,United States,37,Male,Laptop,1 Month,23,11
1287,Premium,11,2022-07-01,2023-07-01,Canada,46,Male,Tablet,1 Month,23,11
1288,Standard,11,2022-07-01,2023-07-01,United Kingdom,39,Male,Smartphone,1 Month,23,11
1289,Basic,12,2022-07-01,2023-07-01,Australia,46,Female,Tablet,1 Month,23,11
1290,Standard,13,2022-07-01,2023-07-01,Germany,43,Male,Laptop,1 Month,23,11
1291,Premium,10,2022-06-01,2023-07-01,France,32,Female,Laptop,1 Month,24,11
1292,Basic,12,2022-06-01,2023-07-01,Brazil,30,Female,Smart TV,1 Month,24,11
1293,Standard,11,2022-07-01,2023-07-01,Mexico,40,Female,Tablet,1 Month,23,11
1294,Premium,11,2022-06-01,2023-07-01,Spain,51,Female,Smartphone,1 Month,24,11
1295,Basic,10,2022-06-01,2023-07-01,Italy,40,Female,Smartphone,1 Month,24,11
1296,Premium,12,2022-06-01,2023-07-01,Spain,28,Male,Smart TV,1 Month,24,11
1297,Basic,14,2022-06-01,2023-07-01,Spain,51,Female,Smartphone,1 Month,24,11
1298,Standard,14,2022-06-01,2023-07-01,United States,27,Male,Laptop,1 Month,24,11
1299,Standard,14,2022-06-01,2023-07-01,Canada,35,Male,Smart TV,1 Month,24,11
1300,Basic,11,2022-06-01,2023-07-01,United States,37,Male,Laptop,1 Month,24,11
1301,Premium,14,2022-06-01,2023-07-01,United States,51,Male,Smart TV,1 Month,24,11
1302,Basic,11,2022-06-01,2023-07-01,Canada,40,Male,Smart TV,1 Month,24,11
1303,Standard,14,2022-06-01,2023-07-01,United Kingdom,38,Male,Laptop,1 Month,24,11
1304,Premium,11,2022-06-01,2023-07-01,Australia,48,Female,Laptop,1 Month,24,11
1305,Basic,11,2022-07-01,2023-07-01,Germany,49,Male,Smartphone,1 Month,23,11
1306,Premium,15,2022-07-01,2023-07-01,France,33,Female,Laptop,1 Month,23,11
1307,Basic,10,2022-07-01,2023-07-01,Brazil,34,Female,Tablet,1 Month,23,11
1308,Standard,15,2022-07-01,2023-07-01,Mexico,39,Male,Tablet,1 Month,23,11
1309,Standard,13,2022-07-01,2023-07-01,Spain,37,Female,Tablet,1 Month,23,11
1310,Basic,15,2022-07-01,2023-07-01,Italy,44,Male,Laptop,1 Month,23,11
1311,Premium,15,2022-07-01,2023-07-01,Spain,35,Male,Tablet,1 Month,23,11
1312,Basic,11,2022-08-01,2023-07-01,Spain,31,Female,Laptop,1 Month,22,11
1313,Standard,10,2022-08-01,2023-07-01,United States,39,Male,Smart TV,1 Month,22,11
1314,Premium,13,2022-08-01,2023-07-01,Canada,38,Male,Tablet,1 Month,22,11
1315,Basic,11,2022-08-01,2023-07-01,United States,42,Male,Smartphone,1 Month,22,11
1316,Premium,12,2022-08-01,2023-07-01,United States,48,Female,Tablet,1 Month,22,11
1317,Basic,11,2022-09-01,2023-07-01,Canada,31,Male,Tablet,1 Month,21,11
1318,Standard,11,2022-09-01,2023-07-01,United Kingdom,42,Male,Smartphone,1 Month,21,11
1319,Standard,14,2022-09-01,2023-07-01,Australia,35,Male,Smartphone,1 Month,21,11
1320,Basic,10,2022-09-01,2023-07-01,Germany,39,Male,Laptop,1 Month,21,11
1321,Premium,13,2022-09-01,2023-07-01,France,50,Female,Tablet,1 Month,21,11
1322,Basic,11,2022-09-01,2023-07-01,Brazil,40,Male,Smartphone,1 Month,21,11
1323,Standard,10,2022-09-01,2023-07-01,Mexico,29,Male,Smartphone,1 Month,21,11
1324,Premium,10,2022-10-01,2023-07-01,Spain,48,Female,Smart TV,1 Month,20,11
1325,Basic,15,2022-10-01,2023-07-01,Italy,34,Male,Smartphone,1 Month,20,11
1326,Premium,10,2022-10-01,2023-07-01,Spain,48,Male,Smartphone,1 Month,20,11
1327,Basic,12,2022-10-01,2023-07-01,Spain,48,Male,Laptop,1 Month,20,11
1328,Standard,12,2022-10-01,2023-07-01,United States,35,Female,Tablet,1 Month,20,11
1329,Standard,11,2022-10-01,2023-07-01,Canada,29,Male,Laptop,1 Month,20,11
1330,Basic,14,2022-10-01,2023-07-01,United States,47,Female,Smart TV,1 Month,20,11
1331,Premium,12,2022-10-01,2023-07-01,United States,36,Male,Smartphone,1 Month,20,11
1332,Basic,12,2022-10-01,2023-07-01,Canada,40,Female,Smartphone,1 Month,20,11
1333,Standard,14,2022-10-01,2023-07-01,United Kingdom,51,Male,Tablet,1 Month,20,11
1334,Premium,12,2022-10-01,2023-07-01,Australia,37,Male,Smart TV,1 Month,20,11
1335,Basic,12,2022-10-01,2023-07-01,Germany,36,Male,Tablet,1 Month,20,11
1336,Premium,12,2022-10-01,2023-07-01,France,45,Male,Tablet,1 Month,20,11
1337,Basic,11,2022-10-01,2023-07-01,Brazil,31,Female,Tablet,1 Month,20,11
1338,Standard,14,2022-11-01,2023-07-01,Mexico,45,Female,Laptop,1 Month,19,11
1339,Standard,11,2022-11-01,2023-07-01,Spain,30,Male,Laptop,1 Month,19,11
1340,Basic,14,2022-11-01,2023-07-01,Italy,40,Female,Smartphone,1 Month,19,11
1341,Premium,14,2022-11-01,2023-07-01,Spain,44,Female,Smart TV,1 Month,19,11
1342,Basic,12,2022-11-01,2023-07-01,Spain,36,Female,Laptop,1 Month,19,11
1343,Standard,10,2022-11-01,2023-07-01,United States,36,Male,Tablet,1 Month,19,11
1344,Premium,11,2022-10-01,2023-07-01,Canada,32,Female,Smartphone,1 Month,20,11
1345,Basic,10,2022-10-01,2023-07-01,United States,46,Male,Smart TV,1 Month,20,11
1346,Basic,12,2022-10-01,2023-07-01,United States,39,Female,Smart TV,1 Month,20,11
1347,Basic,13,2022-10-01,2023-07-01,Canada,30,Male,Smart TV,1 Month,20,11
1348,Standard,13,2022-09-01,2023-07-01,United Kingdom,34,Male,Laptop,1 Month,21,11
1349,Premium,14,2022-09-01,2023-07-01,Australia,28,Male,Laptop,1 Month,21,11
1350,Basic,13,2022-08-01,2023-07-01,Germany,39,Female,Smartphone,1 Month,22,11
1351,Basic,12,2022-08-01,2023-07-01,France,34,Female,Laptop,1 Month,22,11
1352,Premium,13,2022-08-01,2023-07-01,Brazil,42,Male,Laptop,1 Month,22,11
1353,Standard,13,2022-08-01,2023-07-01,Mexico,29,Female,Tablet,1 Month,22,11
1354,Standard,13,2022-08-01,2023-07-01,Spain,29,Male,Tablet,1 Month,22,11
1355,Basic,12,2022-07-01,2023-07-01,Italy,30,Male,Tablet,1 Month,23,11
1356,Premium,11,2022-07-01,2023-07-01,Spain,51,Male,Smartphone,1 Month,23,11
1357,Standard,11,2022-07-01,2023-07-01,Spain,51,Male,Smart TV,1 Month,23,11
1358,Basic,13,2022-07-01,2023-07-01,United States,44,Male,Tablet,1 Month,23,11
1359,Standard,13,2022-07-01,2023-07-01,Canada,35,Male,Laptop,1 Month,23,11
1360,Premium,10,2022-07-01,2023-07-01,United States,39,Male,Smart TV,1 Month,23,11
1361,Basic,12,2022-07-01,2023-07-01,United States,41,Female,Laptop,1 Month,23,11
1362,Premium,13,2022-07-01,2023-07-01,Canada,44,Female,Laptop,1 Month,23,11
1363,Standard,11,2022-07-01,2023-07-01,United Kingdom,29,Male,Laptop,1 Month,23,11
1364,Basic,14,2022-07-01,2023-07-01,Australia,47,Male,Tablet,1 Month,23,11
1365,Standard,10,2022-06-01,2023-07-01,Germany,28,Female,Smartphone,1 Month,24,11
1366,Premium,15,2022-06-01,2023-07-01,France,45,Male,Laptop,1 Month,24,11
1367,Basic,11,2022-06-01,2023-07-01,Brazil,28,Female,Smartphone,1 Month,24,11
1368,Standard,14,2022-06-01,2023-07-01,Mexico,31,Female,Laptop,1 Month,24,11
1369,Premium,13,2022-06-01,2023-07-01,Spain,47,Female,Laptop,1 Month,24,11
1370,Basic,13,2022-06-01,2023-07-01,Italy,42,Female,Tablet,1 Month,24,11
1371,Premium,14,2022-06-01,2023-07-01,Spain,34,Female,Laptop,1 Month,24,11
1372,Basic,12,2022-06-01,2023-07-01,Spain,40,Female,Laptop,1 Month,24,11
1373,Standard,13,2022-06-01,2023-07-01,United States,42,Female,Laptop,1 Month,24,11
1374,Standard,14,2022-06-01,2023-07-01,Canada,33,Male,Smart TV,1 Month,24,11
1375,Basic,12,2022-06-01,2023-07-01,United States,30,Male,Laptop,1 Month,24,11
1376,Premium,14,2022-07-01,2023-07-01,United States,29,Male,Tablet,1 Month,23,11
1377,Basic,13,2022-07-01,2023-07-01,Canada,31,Male,Smart TV,1 Month,23,11
1378,Standard,14,2022-07-01,2023-07-01,United Kingdom,46,Female,Smart TV,1 Month,23,11
1379,Premium,11,2022-07-01,2023-07-01,Australia,46,Female,Smartphone,1 Month,23,11
1380,Basic,11,2022-07-01,2023-07-01,Germany,47,Male,Laptop,1 Month,23,11
1381,Premium,12,2022-08-01,2023-07-01,France,48,Female,Smart TV,1 Month,22,11
1382,Basic,13,2022-08-01,2023-07-01,Brazil,32,Female,Smart TV,1 Month,22,11
1383,Standard,13,2022-08-01,2023-07-01,Mexico,51,Female,Tablet,1 Month,22,11
1384,Standard,13,2022-08-01,2023-07-01,Spain,33,Male,Smart TV,1 Month,22,11
1385,Basic,15,2022-08-01,2023-07-01,Italy,43,Male,Smartphone,1 Month,22,11
1386,Premium,14,2022-08-01,2023-07-01,Spain,43,Female,Smart TV,1 Month,22,11
1387,Basic,13,2022-08-01,2023-07-01,Spain,42,Male,Smart TV,1 Month,22,11
1388,Standard,15,2022-09-01,2023-07-01,United States,30,Male,Smartphone,1 Month,21,11
1389,Premium,13,2022-09-01,2023-07-01,Canada,50,Male,Smartphone,1 Month,21,11
1390,Basic,11,2022-09-01,2023-07-01,United States,51,Female,Laptop,1 Month,21,11
1391,Premium,14,2022-09-01,2023-07-01,United States,36,Female,Tablet,1 Month,21,11
1392,Basic,13,2022-09-01,2023-07-01,Canada,41,Female,Tablet,1 Month,21,11
1393,Standard,10,2022-10-01,2023-07-01,United Kingdom,37,Male,Smart TV,1 Month,20,11
1394,Standard,11,2022-10-01,2023-07-01,Australia,30,Female,Tablet,1 Month,20,11
1395,Basic,11,2022-10-01,2023-07-01,Germany,50,Female,Tablet,1 Month,20,11
1396,Premium,14,2022-10-01,2023-07-01,France,41,Female,Smart TV,1 Month,20,11
1397,Basic,14,2022-10-01,2023-07-01,Brazil,29,Female,Laptop,1 Month,20,11
1398,Standard,12,2022-10-01,2023-07-01,Mexico,43,Male,Smart TV,1 Month,20,11
1399,Premium,12,2022-10-01,2023-07-01,Spain,31,Female,Smart TV,1 Month,20,11
1400,Basic,14,2022-10-01,2023-07-01,Italy,40,Male,Laptop,1 Month,20,11
1401,Premium,12,2022-10-01,2023-07-01,Spain,35,Female,Smart TV,1 Month,20,11
1402,Basic,13,2022-10-01,2023-07-01,Spain,39,Female,Laptop,1 Month,20,11
1403,Standard,14,2022-10-01,2023-07-01,United States,48,Male,Laptop,1 Month,20,11
1404,Standard,14,2022-10-01,2023-07-01,Canada,42,Female,Tablet,1 Month,20,11
1405,Basic,11,2022-10-01,2023-07-01,United States,48,Female,Smart TV,1 Month,20,11
1406,Premium,10,2022-10-01,2023-07-01,United States,33,Female,Smart TV,1 Month,20,11
1407,Basic,14,2022-10-01,2023-07-01,Canada,45,Female,Smart TV,1 Month,20,11
1408,Standard,14,2022-11-01,2023-07-01,United Kingdom,40,Female,Smart TV,1 Month,19,11
1409,Premium,15,2022-11-01,2023-07-01,Australia,38,Male,Tablet,1 Month,19,11
1410,Basic,14,2022-11-01,2023-07-01,Germany,31,Female,Tablet,1 Month,19,11
1411,Premium,14,2022-11-01,2023-07-01,France,33,Female,Smart TV,1 Month,19,11
1412,Basic,15,2022-11-01,2023-07-01,Brazil,27,Male,Laptop,1 Month,19,11
1413,Standard,13,2022-11-01,2023-07-01,Mexico,47,Male,Smartphone,1 Month,19,11
1414,Standard,15,2022-11-01,2023-07-01,Spain,41,Male,Tablet,1 Month,19,11
1415,Basic,11,2022-10-01,2023-07-01,Italy,32,Female,Smart TV,1 Month,20,11
1416,Premium,11,2022-10-01,2023-07-01,Spain,31,Male,Smart TV,1 Month,20,11
1417,Basic,13,2022-09-01,2023-07-01,Spain,43,Female,Tablet,1 Month,21,11
1418,Standard,15,2022-09-01,2023-07-01,United States,42,Female,Smart TV,1 Month,21,11
1419,Premium,15,2022-09-01,2023-07-01,Canada,46,Male,Smartphone,1 Month,21,11
1420,Basic,12,2022-08-01,2023-07-01,United States,27,Female,Smartphone,1 Month,22,11
1421,Basic,15,2022-08-01,2023-07-01,United States,48,Female,Smart TV,1 Month,22,11
1422,Basic,15,2022-08-01,2023-07-01,Canada,49,Male,Laptop,1 Month,22,11
1423,Standard,12,2022-08-01,2023-07-01,United Kingdom,43,Male,Smart TV,1 Month,22,11
1424,Premium,14,2022-08-01,2023-07-01,Australia,38,Male,Laptop,1 Month,22,11
1425,Basic,13,2022-07-01,2023-07-01,Germany,37,Male,Smartphone,1 Month,23,11
1426,Basic,12,2022-07-01,2023-07-01,France,39,Female,Smart TV,1 Month,23,11
1427,Premium,10,2022-07-01,2023-07-01,Brazil,40,Male,Tablet,1 Month,23,11
1428,Standard,12,2022-07-01,2023-07-01,Mexico,40,Male,Smart TV,1 Month,23,11
1429,Standard,12,2022-07-01,2023-07-01,Spain,48,Male,Laptop,1 Month,23,11
1430,Basic,13,2022-07-01,2023-07-01,Italy,43,Female,Smart TV,1 Month,23,11
1431,Premium,10,2022-07-01,2023-07-01,Spain,46,Male,Laptop,1 Month,23,11
1432,Standard,11,2022-07-01,2023-07-01,Spain,43,Male,Smartphone,1 Month,23,11
1433,Basic,10,2022-07-01,2023-07-01,United States,30,Female,Tablet,1 Month,23,11
1434,Standard,13,2022-07-01,2023-07-01,Canada,51,Female,Laptop,1 Month,23,11
1435,Premium,12,2022-06-01,2023-07-01,United States,30,Male,Smartphone,1 Month,24,11
1436,Basic,14,2022-06-01,2023-07-01,United States,47,Female,Smart TV,1 Month,24,11
1437,Premium,13,2022-06-01,2023-07-01,Canada,41,Male,Laptop,1 Month,24,11
1438,Standard,10,2022-06-01,2023-07-01,United Kingdom,45,Female,Smartphone,1 Month,24,11
1439,Basic,14,2022-06-01,2023-07-01,Australia,47,Female,Laptop,1 Month,24,11
1440,Standard,11,2022-06-01,2023-07-01,Germany,48,Female,Smart TV,1 Month,24,11
1441,Premium,11,2022-06-01,2023-07-01,France,51,Female,Tablet,1 Month,24,11
1442,Basic,10,2022-06-01,2023-07-01,Brazil,29,Male,Smart TV,1 Month,24,11
1443,Standard,13,2022-06-01,2023-07-01,Mexico,43,Female,Laptop,1 Month,24,11
1444,Premium,13,2022-06-01,2023-07-01,Spain,49,Female,Tablet,1 Month,24,11
1445,Basic,11,2022-07-01,2023-07-01,Italy,37,Male,Smartphone,1 Month,23,11
1446,Premium,13,2022-07-01,2023-07-01,Spain,48,Male,Tablet,1 Month,23,11
1447,Basic,11,2022-07-01,2023-07-01,Spain,36,Female,Tablet,1 Month,23,11
1448,Standard,14,2022-07-01,2023-07-01,United States,33,Female,Laptop,1 Month,23,11
1449,Standard,14,2022-07-01,2023-07-01,Canada,38,Female,Laptop,1 Month,23,11
1450,Basic,12,2022-07-01,2023-07-01,United States,42,Female,Smartphone,1 Month,23,11
1451,Premium,15,2022-08-01,2023-07-01,United States,30,Female,Tablet,1 Month,22,11
1452,Basic,10,2022-08-01,2023-07-01,Canada,39,Male,Smart TV,1 Month,22,11
1453,Standard,14,2022-08-01,2023-07-01,United Kingdom,36,Male,Smartphone,1 Month,22,11
1454,Premium,11,2022-08-01,2023-07-01,Australia,27,Female,Smartphone,1 Month,22,11
1455,Basic,11,2022-08-01,2023-07-01,Germany,49,Male,Smart TV,1 Month,22,11
1456,Premium,14,2022-08-01,2023-07-01,France,31,Male,Laptop,1 Month,22,11
1457,Basic,10,2022-08-01,2023-07-01,Brazil,36,Male,Laptop,1 Month,22,11
1458,Standard,14,2022-09-01,2023-07-01,Mexico,41,Female,Tablet,1 Month,21,11
1459,Standard,10,2022-09-01,2023-07-01,Spain,45,Female,Laptop,1 Month,21,11
1460,Basic,14,2022-09-01,2023-07-01,Italy,45,Male,Smart TV,1 Month,21,11
1461,Premium,11,2022-09-01,2023-07-01,Spain,32,Male,Smart TV,1 Month,21,11
1462,Basic,13,2022-09-01,2023-07-01,Spain,41,Female,Smartphone,1 Month,21,11
1463,Standard,11,2022-10-01,2023-07-01,United States,37,Male,Smart TV,1 Month,20,11
1464,Premium,10,2022-10-01,2023-07-01,Canada,27,Male,Laptop,1 Month,20,11
1465,Basic,14,2022-10-01,2023-07-01,United States,41,Male,Laptop,1 Month,20,11
1466,Premium,13,2022-10-01,2023-07-01,United States,30,Female,Smart TV,1 Month,20,11
1467,Basic,12,2022-10-01,2023-07-01,Canada,43,Male,Smartphone,1 Month,20,11
1468,Standard,12,2022-10-01,2023-07-01,United Kingdom,51,Male,Laptop,1 Month,20,11
1469,Standard,12,2022-10-01,2023-07-01,Australia,46,Female,Smart TV,1 Month,20,11
1470,Basic,10,2022-10-01,2023-07-01,Germany,27,Female,Tablet,1 Month,20,11
1471,Premium,10,2022-10-01,2023-07-01,France,51,Female,Smartphone,1 Month,20,11
1472,Basic,14,2022-10-01,2023-07-01,Brazil,28,Female,Laptop,1 Month,20,11
1473,Standard,14,2022-10-01,2023-07-01,Mexico,33,Male,Smartphone,1 Month,20,11
1474,Premium,12,2022-10-01,2023-07-01,Spain,31,Female,Laptop,1 Month,20,11
1475,Basic,13,2022-10-01,2023-07-01,Italy,47,Male,Laptop,1 Month,20,11
1476,Premium,10,2022-10-01,2023-07-01,Spain,45,Female,Tablet,1 Month,20,11
1477,Basic,13,2022-11-01,2023-07-01,Spain,42,Male,Smart TV,1 Month,19,11
1478,Standard,15,2022-11-01,2023-07-01,United States,47,Female,Smart TV,1 Month,19,11
1479,Standard,12,2022-11-01,2023-07-01,Canada,29,Female,Smart TV,1 Month,19,11
1480,Basic,13,2022-11-01,2023-07-01,United States,49,Female,Laptop,1 Month,19,11
1481,Premium,14,2022-11-01,2023-07-01,United States,41,Female,Laptop,1 Month,19,11
1482,Basic,13,2022-11-01,2023-07-01,Canada,45,Male,Smartphone,1 Month,19,11
1483,Standard,14,2022-11-01,2023-07-01,United Kingdom,49,Male,Smart TV,1 Month,19,11
1484,Premium,13,2022-10-01,2023-07-01,Australia,41,Male,Smart TV,1 Month,20,11
1485,Basic,15,2022-10-01,2023-07-01,Germany,37,Male,Laptop,1 Month,20,11
1486,Premium,14,2022-10-01,2023-07-01,France,31,Male,Smartphone,1 Month,20,11
1487,Basic,13,2022-10-01,2023-07-01,Brazil,29,Male,Smartphone,1 Month,20,11
1488,Standard,10,2022-09-01,2023-07-01,Mexico,51,Female,Smart TV,1 Month,21,11
1489,Standard,12,2022-09-01,2023-07-01,Spain,33,Male,Smart TV,1 Month,21,11
1490,Basic,12,2022-09-01,2023-07-01,Italy,31,Male,Smartphone,1 Month,21,11
1491,Premium,11,2022-09-01,2023-07-01,Spain,42,Female,Laptop,1 Month,21,11
1492,Basic,15,2022-09-01,2023-07-01,Spain,48,Female,Laptop,1 Month,21,11
1493,Standard,13,2022-08-01,2023-07-01,United States,37,Female,Laptop,1 Month,22,11
1494,Premium,13,2022-08-01,2023-07-01,Canada,51,Female,Smartphone,1 Month,22,11
1495,Basic,12,2022-08-01,2023-07-01,United States,29,Female,Tablet,1 Month,22,11
1496,Basic,13,2022-07-01,2023-07-01,United States,46,Male,Tablet,1 Month,23,11
1497,Basic,15,2022-07-01,2023-07-01,Canada,35,Male,Smart TV,1 Month,23,11
1498,Standard,15,2022-07-01,2023-07-01,United Kingdom,44,Female,Smartphone,1 Month,23,11
1499,Premium,12,2022-07-01,2023-07-01,Australia,36,Male,Smart TV,1 Month,23,11
1500,Basic,14,2022-07-01,2023-07-01,Germany,38,Female,Tablet,1 Month,23,11
1501,Basic,12,2022-07-01,2023-07-01,France,36,Male,Smart TV,1 Month,23,11
1502,Premium,14,2022-07-01,2023-07-01,Brazil,40,Female,Laptop,1 Month,23,11
1503,Standard,10,2022-07-01,2023-07-01,Mexico,29,Male,Laptop,1 Month,23,11
1504,Standard,11,2022-06-01,2023-07-01,Spain,32,Male,Smart TV,1 Month,24,11
1505,Basic,12,2022-06-01,2023-07-01,Italy,30,Male,Laptop,1 Month,24,11
1506,Premium,10,2022-06-01,2023-07-01,Spain,47,Male,Smartphone,1 Month,24,11
1507,Standard,15,2022-06-01,2023-07-01,Spain,28,Female,Tablet,1 Month,24,11
1508,Basic,11,2022-06-01,2023-07-01,United States,49,Male,Laptop,1 Month,24,11
1509,Standard,12,2022-06-01,2023-07-01,Canada,50,Male,Smartphone,1 Month,24,11
1510,Premium,11,2022-06-01,2023-07-01,United States,33,Male,Smart TV,1 Month,24,11
1511,Basic,13,2022-06-01,2023-07-01,United States,50,Male,Smart TV,1 Month,24,11
1512,Premium,10,2022-06-01,2023-07-01,Canada,28,Female,Smart TV,1 Month,24,11
1513,Standard,12,2022-06-01,2023-07-01,United Kingdom,41,Male,Smartphone,1 Month,24,11
1514,Basic,12,2022-07-01,2023-07-01,Australia,30,Female,Smartphone,1 Month,23,11
1515,Standard,10,2022-07-01,2023-07-01,Germany,32,Male,Smart TV,1 Month,23,11
1516,Premium,15,2022-07-01,2023-07-01,France,50,Male,Laptop,1 Month,23,11
1517,Basic,11,2022-07-01,2023-07-01,Brazil,28,Female,Smart TV,1 Month,23,11
1518,Standard,13,2022-07-01,2023-07-01,Mexico,45,Male,Smart TV,1 Month,23,11
1519,Premium,14,2022-07-01,2023-07-01,Spain,31,Male,Tablet,1 Month,23,11
1520,Basic,11,2022-07-01,2023-07-01,Italy,27,Female,Smartphone,1 Month,23,11
1521,Premium,11,2022-08-01,2023-07-01,Spain,49,Male,Tablet,1 Month,22,11
1522,Basic,10,2022-08-01,2023-07-01,Spain,32,Female,Laptop,1 Month,22,11
1523,Standard,13,2022-08-01,2023-07-01,United States,38,Male,Smart TV,1 Month,22,11
1524,Standard,11,2022-08-01,2023-07-01,Canada,39,Male,Smartphone,1 Month,22,11
1525,Basic,14,2022-08-01,2023-07-01,United States,50,Female,Tablet,1 Month,22,11
1526,Premium,10,2022-08-01,2023-07-01,United States,51,Male,Tablet,1 Month,22,11
1527,Basic,15,2022-09-01,2023-07-01,Canada,32,Female,Smart TV,1 Month,21,11
1528,Standard,12,2022-09-01,2023-07-01,United Kingdom,45,Female,Smart TV,1 Month,21,11
1529,Premium,12,2022-09-01,2023-07-01,Australia,31,Female,Laptop,1 Month,21,11
1530,Basic,12,2022-09-01,2023-07-01,Germany,44,Male,Smartphone,1 Month,21,11
1531,Premium,12,2022-09-01,2023-07-01,France,30,Female,Tablet,1 Month,21,11
1532,Basic,13,2022-09-01,2023-07-01,Brazil,44,Female,Tablet,1 Month,21,11
1533,Standard,10,2022-09-01,2023-07-01,Mexico,37,Male,Tablet,1 Month,21,11
1534,Standard,14,2022-10-01,2023-07-01,Spain,30,Female,Tablet,1 Month,20,11
1535,Basic,12,2022-10-01,2023-07-01,Italy,31,Female,Smart TV,1 Month,20,11
1536,Premium,15,2022-10-01,2023-07-01,Spain,31,Female,Laptop,1 Month,20,11
1537,Basic,15,2022-10-01,2023-07-01,Spain,44,Male,Tablet,1 Month,20,11
1538,Standard,10,2022-10-01,2023-07-01,United States,44,Female,Smart TV,1 Month,20,11
1539,Premium,14,2022-10-01,2023-07-01,Canada,34,Male,Laptop,1 Month,20,11
1540,Basic,12,2022-10-01,2023-07-01,United States,42,Male,Laptop,1 Month,20,11
1541,Premium,15,2022-10-01,2023-07-01,United States,33,Male,Smartphone,1 Month,20,11
1542,Basic,11,2022-10-01,2023-07-01,Canada,35,Male,Smart TV,1 Month,20,11
1543,Standard,15,2022-10-01,2023-07-01,United Kingdom,34,Female,Laptop,1 Month,20,11
1544,Standard,14,2022-10-01,2023-07-01,Australia,47,Male,Tablet,1 Month,20,11
1545,Basic,13,2022-10-01,2023-07-01,Germany,43,Female,Laptop,1 Month,20,11
1546,Premium,13,2022-10-01,2023-07-01,France,43,Male,Smart TV,1 Month,20,11
1547,Basic,13,2022-11-01,2023-07-01,Brazil,35,Female,Smartphone,1 Month,19,11
1548,Standard,13,2022-11-01,2023-07-01,Mexico,39,Male,Tablet,1 Month,19,11
1549,Premium,10,2022-11-01,2023-07-01,Spain,39,Male,Tablet,1 Month,19,11
1550,Basic,11,2022-11-01,2023-07-01,Italy,49,Female,Smart TV,1 Month,19,11
1551,Premium,14,2022-11-01,2023-07-01,Spain,30,Male,Tablet,1 Month,19,11
1552,Basic,12,2022-11-01,2023-07-01,Spain,31,Female,Tablet,1 Month,19,11
1553,Standard,12,2022-11-01,2023-07-01,United States,39,Male,Tablet,1 Month,19,11
1554,Standard,14,2022-10-01,2023-07-01,Canada,30,Female,Laptop,1 Month,20,11
1555,Basic,13,2022-10-01,2023-07-01,United States,43,Female,Smartphone,1 Month,20,11
